"QUESTION_TEXT","OPTIONA","OPTIONB","OPTIONC","OPTIOND","CORRECT_ANSWER","CATEGORY","TOPIC","SUBTOPIC","DIFFICULTY","EXPLANATION","TAGS","TIPS","CORRECTION","SOURCE","POINTS","ACTIVE","TIMES_ANSWERED","TIMES_CORRECT"
"Wie berechnet man die monatlichen Druckkosten bei 0,05 EUR pro SW-Seite und 2000 Seiten/Monat?","50 EUR","100 EUR","150 EUR","200 EUR","B","Geschäftsprozesse","Wirtschaft","Kostenrechnung","1","2000 Seiten × 0,05 EUR = 100 EUR pro Monat","kostenrechnung,druck,wirtschaft","","","ap1_2025_extracted","10","TRUE","0","0"
"Was bedeutet das WLAN-Symbol auf einem Gerät?","Drahtlose Netzwerkverbindung","Bluetooth-Verbindung","USB-Verbindung","Ethernet-Verbindung","A","Vernetzte Systeme","Netzwerk","Symbole","1","Das WLAN-Symbol zeigt die Verfügbarkeit einer drahtlosen Netzwerkverbindung an.","netzwerk,wlan,symbole","","","ap1_2025_extracted","10","TRUE","0","0"
"Was sollte bei der IT-technischen Betreuung einer Rechtsanwaltskanzlei besonders beachtet werden?","Gaming-Performance","Datensicherheit im E-Mail-Verkehr","Social Media Integration","Cloud-Gaming","B","Allgemeinwissen","IT-Support","Beratung","2","Rechtsanwaltskanzleien verarbeiten sensible Mandantendaten, daher ist Datensicherheit essentiell.","support,sicherheit,beratung","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist wichtig beim Aufbau und Betrieb einer Kanzlei-Webseite?","Viele Animationen","Hohe Druckqualität","Professionelles Auftreten und Datenschutz","Gaming-Features","C","IT-Systeme","Hardware","Webseite","1","Eine Kanzlei-Webseite muss professionell wirken und DSGVO-konform sein.","webseite,kanzlei,datenschutz","","","ap1_2025_extracted","10","TRUE","0","0"
"Wie gewichtet man Kriterien in einer Entscheidungsmatrix?","Alle gleich","Nach Wichtigkeit mit Punkten","Zufällig","Alphabetisch","B","Geschäftsprozesse","Wirtschaft","Entscheidungsmatrix","2","Kriterien werden nach ihrer Bedeutung für die Entscheidung gewichtet und mit Punkten bewertet.","entscheidung,matrix,bewertung","","","ap1_2025_extracted","10","TRUE","0","0"
"Was bedeutet die Angabe '1.200x1.200 dpi' bei einem Drucker?","Druckgeschwindigkeit","Druckauflösung","Papierformat","Speichergröße","B","IT-Systeme","Hardware","Drucker","1","DPI (dots per inch) gibt die Druckauflösung an - je höher, desto detaillierter.","drucker,dpi,auflösung","","","ap1_2025_extracted","10","TRUE","0","0"
"Welche Sicherheitsmaßnahme ist für E-Mail-Verkehr in Kanzleien essentiell?","Spam-Filter","Verschlüsselung","Autoresponder","Newsletter","B","IT-Sicherheit","IT-Sicherheit","E-Mail","2","E-Mail-Verschlüsselung schützt vertrauliche Mandantenkommunikation.","email,verschlüsselung,sicherheit","","","ap1_2025_extracted","10","TRUE","0","0"
"Was gehört zu den Total Cost of Ownership eines Druckers?","Nur Anschaffungspreis","Anschaffung + Wartung + Verbrauchsmaterial","Nur Toner","Nur Papier","B","Geschäftsprozesse","Wirtschaft","TCO","2","TCO umfasst alle Kosten über die gesamte Nutzungsdauer.","tco,drucker,kosten","","","ap1_2025_extracted","10","TRUE","0","0"
"Was sind funktionale Anforderungen?","Kosten","Was das System tun soll","Wie schnell es sein soll","Welche Farbe es hat","B","Geschäftsprozesse","Projektmanagement","Anforderungen","1","Funktionale Anforderungen beschreiben die gewünschten Funktionen des Systems.","anforderungen,funktional,projekt","","","ap1_2025_extracted","10","TRUE","0","0"
"Welcher Kabeltyp eignet sich für Gigabit-Ethernet?","Cat 3","Cat 5e oder höher","Koaxialkabel","Telefonkabel","B","Vernetzte Systeme","Netzwerk","Verkabelung","2","Cat 5e unterstützt Gigabit-Ethernet bis 100m Länge.","netzwerk,kabel,ethernet","","","ap1_2025_extracted","10","TRUE","0","0"
"Was bedeutet die Scangeschwindigkeit '50 Seiten/min'?","50 Seiten pro Minute einseitig","50 Seiten pro Minute beidseitig","50 MB pro Minute","50 DPI pro Minute","A","IT-Systeme","Hardware","Scanner","1","Die Angabe bezieht sich auf einseitiges Scannen pro Minute.","scanner,geschwindigkeit,hardware","","","ap1_2025_extracted","10","TRUE","0","0"
"Über welchen Zeitraum werden IT-Geräte üblicherweise abgeschrieben?","1 Jahr","3 Jahre","10 Jahre","20 Jahre","B","Geschäftsprozesse","Wirtschaft","Abschreibung","2","IT-Hardware wird üblicherweise über 3 Jahre (36 Monate) abgeschrieben.","abschreibung,hardware,afa","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist bei der Ersteinrichtung von Bürogeräten zu beachten?","Nur auspacken","Treiber, Netzwerk, Schulung","Nur anschließen","Nichts Besonderes","B","Allgemeinwissen","Support","Installation","2","Professionelle Einrichtung umfasst Treiberinstallation, Netzwerkeinbindung und Benutzerschulung.","installation,support,einrichtung","","","ap1_2025_extracted","10","TRUE","0","0"
"Welche Daten sind nach DSGVO besonders schützenswert?","Öffentliche Daten","Personenbezogene Daten","Wetterdaten","Börsenkurse","B","IT-Sicherheit","Datenschutz","DSGVO","1","Die DSGVO schützt besonders personenbezogene Daten natürlicher Personen.","dsgvo,datenschutz,personendaten","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist für die Netzwerkeinbindung eines Druckers nötig?","Nur Stromkabel","IP-Adresse, Subnetzmaske, Gateway","Nur USB","Nur WLAN-Passwort","B","Vernetzte Systeme","Netzwerk","IP-Konfiguration","2","Für Netzwerkdrucker benötigt man vollständige IP-Konfiguration.","netzwerk,drucker,ip","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist ein Vorteil von Geräteleasing?","Sofortiges Eigentum","Geringe monatliche Belastung","Keine Wartung nötig","Unbegrenzte Nutzung","B","Geschäftsprozesse","Wirtschaft","Leasing","2","Leasing verteilt Kosten auf monatliche Raten und schont Liquidität.","leasing,finanzierung,wirtschaft","","","ap1_2025_extracted","10","TRUE","0","0"
"Wie oft sollten Bürodrucker gewartet werden?","Nie","Nach Herstellervorgabe/Seitenanzahl","Täglich","Nur bei Defekt","B","Allgemeinwissen","Support","Wartung","2","Regelmäßige Wartung nach Herstellervorgabe sichert Funktionsfähigkeit.","wartung,drucker,service","","","ap1_2025_extracted","10","TRUE","0","0"
"Welche Backup-Strategie eignet sich für Kanzleidaten?","Kein Backup","3-2-1 Regel","Nur USB-Stick","Nur Cloud","B","IT-Sicherheit","Sicherheit","Backup","2","3-2-1: 3 Kopien, 2 verschiedene Medien, 1 externe Kopie.","backup,sicherheit,daten","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist der Unterschied zwischen USB Typ A und USB Typ C?","Nur Geschwindigkeit","Form und Ausrichtung","Nur Farbe","Kein Unterschied","B","IT-Systeme","Hardware","USB","1","USB-C ist kleiner, symmetrisch und vielseitiger als USB-A.","usb,hardware,anschlüsse","","","ap1_2025_extracted","10","TRUE","0","0"
"Was beeinflusst die wirtschaftliche Nutzungsdauer von IT-Geräten?","Nur Alter","Technischer Fortschritt und Verschleiß","Nur Farbe","Nur Größe","B","Geschäftsprozesse","Wirtschaft","Nutzungsdauer","2","Technische Entwicklung und physischer Verschleiß bestimmen Nutzungsdauer.","nutzungsdauer,wirtschaft,hardware","","","ap1_2025_extracted","10","TRUE","0","0"
"Was gehört in eine IT-Dokumentation?","Nur Rechnungen","Konfiguration, Passwörter, Wartung","Nur Fotos","Nur Seriennummern","B","Allgemeinwissen","Support","Dokumentation","2","Vollständige Dokumentation umfasst alle technischen und administrativen Details.","dokumentation,support,verwaltung","","","ap1_2025_extracted","10","TRUE","0","0"
"Was macht ein DHCP-Server?","Druckt Dokumente","Vergibt IP-Adressen automatisch","Speichert Dateien","Filtert Spam","B","Vernetzte Systeme","Netzwerk","DHCP","1","DHCP vergibt automatisch IP-Konfigurationen an Netzwerkgeräte.","dhcp,netzwerk,ip","","","ap1_2025_extracted","10","TRUE","0","0"
"Was macht ein sicheres Passwort aus?","Nur Zahlen","Lang, komplex, einzigartig","Nur Buchstaben","Immer gleich","B","IT-Sicherheit","Sicherheit","Passwörter","1","Sichere Passwörter sind lang, enthalten verschiedene Zeichen und sind einzigartig.","passwort,sicherheit,authentifizierung","","","ap1_2025_extracted","10","TRUE","0","0"
"Warum sind Benutzerschulungen wichtig?","Zeitverschwendung","Effizienz und Fehlervermeidung","Nur für Anfänger","Gesetzlich vorgeschrieben","B","Allgemeinwissen","Support","Schulung","2","Schulungen erhöhen Produktivität und reduzieren Supportaufwand.","schulung,support,training","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist der Unterschied zwischen Toner und Tinte?","Kein Unterschied","Toner ist Pulver, Tinte ist flüssig","Toner ist billiger","Tinte hält länger","B","IT-Systeme","Hardware","Toner","1","Laserdrucker verwenden Tonerpulver, Tintenstrahldrucker flüssige Tinte.","toner,tinte,drucker","","","ap1_2025_extracted","10","TRUE","0","0"
"Wie berechnet man den Return on Investment?","Gewinn / Kosten","(Gewinn - Investition) / Investition","Umsatz - Kosten","Investition × Zeit","B","Geschäftsprozesse","Wirtschaft","ROI","2","ROI = (Ertrag - Investition) / Investition × 100%","roi,wirtschaft,investition","","","ap1_2025_extracted","10","TRUE","0","0"
"Was definiert ein Service Level Agreement?","Preise","Leistungsumfang und Reaktionszeiten","Nur Öffnungszeiten","Mitarbeiterzahl","B","Geschäftsprozesse","IT-Management","SLA","2","SLAs legen messbare Serviceleistungen und Qualitätskriterien fest.","sla,service,vertrag","","","ap1_2025_extracted","10","TRUE","0","0"
"Wozu dient eine Firewall?","Kühlung","Schutz vor unerwünschtem Netzwerkverkehr","Stromerzeugung","Datenspeicherung","B","Vernetzte Systeme","Netzwerk","Firewall","1","Firewalls kontrollieren und filtern Netzwerkverkehr nach Regeln.","firewall,sicherheit,netzwerk","","","ap1_2025_extracted","10","TRUE","0","0"
"Warum nutzen IT-Abteilungen Ticketsysteme?","Zum Spielen","Zur systematischen Problemverfolgung","Für Lotterien","Für Kinokarten","B","Allgemeinwissen","Support","Ticketsystem","2","Ticketsysteme dokumentieren und priorisieren Supportanfragen strukturiert.","ticket,support,verwaltung","","","ap1_2025_extracted","10","TRUE","0","0"
"Was bietet RAID 1?","Geschwindigkeit","Datenspiegelung","Kompression","Verschlüsselung","B","IT-Systeme","Hardware","RAID","2","RAID 1 spiegelt Daten auf zwei Festplatten für Ausfallsicherheit.","raid,speicher,redundanz","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist eine virtuelle Maschine?","Physischer Computer","Software-basierter Computer","3D-Drucker","Roboter","B","Allgemeinwissen","Virtualisierung","VM","1","VMs sind isolierte Computerumgebungen innerhalb eines physischen Systems.","vm,virtualisierung,server","","","ap1_2025_extracted","10","TRUE","0","0"
"Was bedeutet Infrastructure as a Service?","Internet-Zugang","Bereitstellung von IT-Infrastruktur","Versicherung","Immobilien","B","Allgemeinwissen","Cloud","IaaS","2","IaaS stellt virtuelle IT-Ressourcen wie Server und Speicher bereit.","iaas,cloud,infrastruktur","","","ap1_2025_extracted","10","TRUE","0","0"
"Was kennzeichnet agile Projektmethoden?","Starre Planung","Iterative Entwicklung in Sprints","Keine Dokumentation","Endlose Laufzeit","B","Geschäftsprozesse","Projektmanagement","Agile","2","Agile Methoden arbeiten in kurzen, flexiblen Entwicklungszyklen.","agile,scrum,projekt","","","ap1_2025_extracted","10","TRUE","0","0"
"Was macht der SELECT-Befehl?","Löscht Daten","Liest Daten aus","Ändert Daten","Erstellt Tabellen","B","Anwendungsentwicklung","Datenbank","SQL","1","SELECT liest Daten aus Datenbanktabellen nach Kriterien aus.","sql,datenbank,select","","","ap1_2025_extracted","10","TRUE","0","0"
"Wozu dient Git?","Grafikbearbeitung","Versionsverwaltung","Textverarbeitung","Tabellenkalkulation","B","Anwendungsentwicklung","Programmierung","Git","1","Git ist ein System zur Versionsverwaltung von Quellcode.","git,versionierung,entwicklung","","","ap1_2025_extracted","10","TRUE","0","0"
"Auf welcher OSI-Schicht arbeitet TCP?","Schicht 1","Schicht 4","Schicht 7","Schicht 2","B","Vernetzte Systeme","Netzwerk","OSI","2","TCP arbeitet auf Layer 4 (Transportschicht) des OSI-Modells.","osi,tcp,schichten","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist AES?","E-Mail-Programm","Symmetrischer Verschlüsselungsstandard","Betriebssystem","Programmiersprache","B","IT-Sicherheit","IT-Sicherheit","Verschlüsselung","2","AES (Advanced Encryption Standard) ist ein symmetrisches Verschlüsselungsverfahren.","aes,verschlüsselung,sicherheit","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ermöglicht Remote Desktop?","Fernzugriff auf Computer","Drucken","Scannen","Faxen","A","Allgemeinwissen","Support","Remote","1","Remote Desktop ermöglicht Fernsteuerung von Computern über Netzwerk.","remote,desktop,support","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist der Hauptvorteil von SSDs gegenüber HDDs?","Größere Kapazität","Höhere Geschwindigkeit","Niedrigerer Preis","Längere Garantie","B","IT-Systeme","Hardware","SSD","1","SSDs sind deutlich schneller als mechanische Festplatten.","ssd,speicher,geschwindigkeit","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist ein IT-Budget?","Einkaufsliste","Finanzplanung für IT-Ausgaben","Gehaltsliste","Urlaubsplanung","B","Geschäftsprozesse","Wirtschaft","Budget","1","IT-Budget plant Ausgaben für Hardware, Software und Services.","budget,planung,kosten","","","ap1_2025_extracted","10","TRUE","0","0"
"Was macht ein DNS-Server?","Druckt Dokumente","Löst Domainnamen in IP-Adressen auf","Speichert Passwörter","Erstellt Backups","B","Vernetzte Systeme","Netzwerk","DNS","1","DNS übersetzt lesbare Domainnamen in IP-Adressen.","dns,netzwerk,auflösung","","","ap1_2025_extracted","10","TRUE","0","0"
"Wozu dienen FAQs?","Unterhaltung","Häufige Fragen selbst beantworten","Werbung","Dekoration","B","Allgemeinwissen","Support","FAQ","1","FAQs reduzieren Supportaufwand durch Selbsthilfe-Informationen.","faq,support,dokumentation","","","ap1_2025_extracted","10","TRUE","0","0"
"Was bedeutet Zwei-Faktor-Authentifizierung?","Zwei Passwörter","Zwei verschiedene Authentifizierungsmethoden","Zwei Benutzer","Zwei Computer","B","IT-Sicherheit","IT-Sicherheit","2FA","2","2FA kombiniert z.B. Passwort mit SMS-Code für mehr Sicherheit.","2fa,authentifizierung,sicherheit","","","ap1_2025_extracted","10","TRUE","0","0"
"Was bedeutet die Auflösung 1920x1080?","Bildschirmgröße","Full HD Pixelanzahl","Gewicht","Stromverbrauch","B","IT-Systeme","Hardware","Monitor","1","1920x1080 Pixel ergeben Full HD Auflösung.","monitor,auflösung,display","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist eine Volumenlizenz?","Einzellizenz","Mehrfachlizenz mit Mengenrabatt","Testlizenz","Freeware","B","Geschäftsprozesse","Wirtschaft","Lizenz","2","Volumenlizenzen bieten Kostenvorteile bei mehreren Arbeitsplätzen.","lizenz,software,volumen","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist ein Incident im IT-Support?","Unfall","Störung oder Ausfall","Meeting","Schulung","B","Allgemeinwissen","Support","Incident","1","Incidents sind ungeplante Unterbrechungen oder Qualitätsminderungen.","incident,support,störung","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist der Unterschied zwischen Hub und Switch?","Kein Unterschied","Switch arbeitet intelligenter","Hub ist schneller","Switch ist billiger","B","Vernetzte Systeme","Netzwerk","Switch","2","Switches leiten Pakete gezielt weiter, Hubs broadcasten an alle.","switch,hub,netzwerk","","","ap1_2025_extracted","10","TRUE","0","0"
"Was ist der kritische Pfad in einem Projektplan?","Der kürzeste Weg durch das Projekt","Der Weg mit den meisten Ressourcen","Der längste Weg durch das Projekt ohne Pufferzeiten","Der Weg mit den höchsten Kosten","C","Geschäftsprozesse","Geschäftsprozesse","Projektmanagement","2","Der kritische Pfad bestimmt die Mindestprojektdauer. Verzögerungen auf diesem Pfad verzögern das gesamte Projekt.","projektmanagement,kritischer-pfad","","","geschaeftsprozesse","10","TRUE","0","0"
"Welche Projektmanagement-Methode verwendet Sprints?","Wasserfall","Scrum","V-Modell","Prince2","B","Geschäftsprozesse","Geschäftsprozesse","Projektmanagement","1","Scrum ist eine agile Methode mit festen Zeitintervallen (Sprints) von meist 2-4 Wochen.","scrum,agile,sprint","","","geschaeftsprozesse","10","TRUE","0","0"
"Wie berechnet sich der ROI (Return on Investment)?","Gewinn / Investition × 100","Umsatz / Kosten × 100","(Gewinn - Investition) / Investition × 100","Investition / Gewinn × 100","C","Geschäftsprozesse","Geschäftsprozesse","Wirtschaftlichkeit","2","ROI = (Gewinn - Investition) / Investition × 100. Ein ROI von 20% bedeutet 20% Rendite.","roi,wirtschaftlichkeit,kennzahlen","","","geschaeftsprozesse","10","TRUE","0","0"
"Innerhalb welcher Frist muss nach DSGVO auf Auskunftsersuchen geantwortet werden?","Sofort","1 Woche","1 Monat","3 Monate","C","Geschäftsprozesse","Geschäftsprozesse","Datenschutz","1","Art. 12 Abs. 3 DSGVO: Unverzüglich, spätestens binnen eines Monats.","dsgvo,datenschutz,auskunft","","","geschaeftsprozesse","10","TRUE","0","0"
"Was bedeutet die Abkürzung KVP?","Kundenverantwortungsprinzip","Kontinuierlicher Verbesserungsprozess","Kritische Verlaufspunkte","Kontrollierte Vertragsprüfung","B","Geschäftsprozesse","Geschäftsprozesse","Qualitätsmanagement","1","KVP ist ein Grundprinzip des Qualitätsmanagements zur stetigen Optimierung.","qualität,kvp,verbesserung","","","geschaeftsprozesse","10","TRUE","0","0"
"Wann kommt ein Kaufvertrag zustande?","Bei Übergabe der Ware","Bei Bezahlung","Bei übereinstimmenden Willenserklärungen","Bei Unterschrift","C","Geschäftsprozesse","Geschäftsprozesse","Vertragsrecht","2","Ein Kaufvertrag entsteht durch Angebot und Annahme (zwei übereinstimmende Willenserklärungen).","vertrag,kaufvertrag,bgb","","","geschaeftsprozesse","10","TRUE","0","0"
"Was gehört zu den Einzelkosten?","Miete","Gehalt der Verwaltung","Materialkosten für ein Produkt","Versicherungen","C","Geschäftsprozesse","Geschäftsprozesse","Kalkulation","2","Einzelkosten können einem Produkt direkt zugeordnet werden, Gemeinkosten nicht.","kalkulation,kosten,einzelkosten","","","geschaeftsprozesse","10","TRUE","0","0"
"Was ist der USP eines Produkts?","Unternehmensstrategie-Plan","Unique Selling Proposition","Universal Service Provider","User Support Program","B","Geschäftsprozesse","Geschäftsprozesse","Marketing","1","USP = Alleinstellungsmerkmal, das ein Produkt von der Konkurrenz abhebt.","marketing,usp,alleinstellung","","","geschaeftsprozesse","10","TRUE","0","0"
"Wie lange beträgt die gesetzliche Kündigungsfrist nach 5 Jahren Betriebszugehörigkeit?","2 Wochen","4 Wochen","2 Monate","3 Monate","C","Geschäftsprozesse","Geschäftsprozesse","Arbeitsrecht","2","Nach § 622 BGB: 2 Monate zum Monatsende bei 5 Jahren Betriebszugehörigkeit.","arbeitsrecht,kündigung,fristen","","","geschaeftsprozesse","10","TRUE","0","0"
"Was ist Just-in-Time-Lieferung?","Lieferung auf Vorrat","Lieferung zum Produktionszeitpunkt","Lieferung nach Feierabend","Express-Lieferung","B","Geschäftsprozesse","Geschäftsprozesse","Beschaffung","2","JIT reduziert Lagerkosten durch bedarfsgerechte Lieferung.","logistik,jit,beschaffung","","","geschaeftsprozesse","10","TRUE","0","0"
"Was beschreibt ein Service Level Agreement (SLA)?","Mitarbeiterverträge","Vereinbarte Serviceleistungen und -qualität","Softwarelizenzen","Projektpläne","B","Geschäftsprozesse","Geschäftsprozesse","ITIL","2","SLAs definieren messbare Leistungsvereinbarungen zwischen Dienstleister und Kunde.","itil,sla,service","","","geschaeftsprozesse","10","TRUE","0","0"
